season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2023,Ligue 1,AS Monaco,summer,in,Folarin Balogun,503770,22,United States,Centre-Forward,CF,30000000.0,Arsenal FC,England,30000000.0,0
2023,Ligue 1,AS Monaco,summer,in,Denis Zakaria,334526,26,Switzerland,Defensive Midfield,DM,18000000.0,Juventus FC,Italy,20000000.0,0
2023,Ligue 1,AS Monaco,summer,in,Mohammed Salisu,563963,24,Ghana,Centre-Back,CB,18000000.0,Southampton FC,England,15000000.0,0
2023,Ligue 1,AS Monaco,summer,in,Wilfried Singo,648779,22,Cote d'Ivoire,Right-Back,RB,12000000.0,Torino FC,Italy,9100000.0,0
2023,Ligue 1,AS Monaco,summer,in,Philipp Köhn,251322,25,Switzerland,Goalkeeper,GK,4500000.0,Red Bull Salzburg,Austria,8000000.0,0
2023,Ligue 1,AS Monaco,winter,in,Kassoum Ouattara,947360,19,France,Left-Back,LB,600000.0,Amiens SC,France,2000000.0,0
2023,Ligue 1,AS Monaco,winter,in,Thilo Kehrer,228948,27,Germany,Centre-Back,CB,9000000.0,West Ham United,England,500000.0,1
2023,Ligue 1,AS Monaco,summer,out,Axel Disasi,386047,25,France,Centre-Back,CB,30000000.0,Chelsea FC,England,45000000.0,0
2023,Ligue 1,AS Monaco,summer,out,Jean Lucas,578872,25,Brazil,Central Midfield,CM,5000000.0,Santos FC,Brazil,6000000.0,0
2023,Ligue 1,AS Monaco,summer,out,Kevin Volland,82009,31,Germany,Attacking Midfield,AM,8000000.0,1.FC Union Berlin,Germany,4000000.0,0
2023,Ligue 1,AS Monaco,summer,out,Ruben Aguilar,203746,30,France,Right-Back,RB,7000000.0,RC Lens,France,3500000.0,0
2023,Ligue 1,AS Monaco,summer,out,Yllan Okou,745202,20,France,Centre-Back,CB,300000.0,SC Bastia,France,500000.0,0
2023,Ligue 1,AS Monaco,summer,out,Anthony Musaba,511401,22,Netherlands,Right Winger,RW,800000.0,Sheffield Wednesday,England,0.0,0
2023,Ligue 1,AS Monaco,summer,out,Jean Marcelin,475412,23,Madagascar,Centre-Back,CB,2000000.0,FC Girondins Bordeaux,France,0.0,0
2023,Ligue 1,AS Monaco,summer,out,Arthur Zagré,536477,21,France,Left-Back,LB,700000.0,Excelsior Rotterdam,Netherlands,0.0,0
2023,Ligue 1,AS Monaco,summer,out,Félix Lemaréchal,659518,20,France,Attacking Midfield,AM,1000000.0,Cercle Brugge ,Belgium,0.0,1
2023,Ligue 1,AS Monaco,summer,out,Pelé,99189,31,Guinea-Bissau,Defensive Midfield,DM,600000.0,Retired,,,0
2023,Ligue 1,AS Monaco,summer,out,Alexander Nübel,195778,26,Germany,Goalkeeper,GK,8000000.0,Bayern Munich,Germany,0.0,1
2023,Ligue 1,AS Monaco,summer,out,Malang Sarr,344596,24,France,Centre-Back,CB,6000000.0,Chelsea FC,England,0.0,1
2023,Ligue 1,AS Monaco,summer,out,Thomas Didillon-Hödl,182891,27,France,Goalkeeper,GK,1000000.0,Cercle Brugge ,Belgium,0.0,1
2023,Ligue 1,AS Monaco,winter,out,Gelson Martins,257448,28,Portugal,Right Winger,RW,2500000.0,Olympiacos Piraeus,Greece,3000000.0,0
2023,Ligue 1,AS Monaco,winter,out,Chrislain Matsima,569383,21,France,Centre-Back,CB,7000000.0,Clermont Foot 63,France,0.0,1
2023,Ligue 1,AS Monaco,winter,out,Myron Boadu,412932,23,Netherlands,Centre-Forward,CF,6000000.0,Twente Enschede FC,Netherlands,0.0,1
2023,Ligue 1,AS Monaco,winter,out,Eliot Matazo,535834,21,Belgium,Central Midfield,CM,6000000.0,Royal Antwerp FC,Belgium,0.0,1
2023,Ligue 1,Clermont Foot 63,summer,in,Maximiliano Caufriez,369267,26,Belgium,Centre-Back,CB,2500000.0,Spartak Moscow,Russia,3500000.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Andy Pelmard,494236,23,Madagascar,Centre-Back,CB,4300000.0,FC Basel 1893,Switzerland,1900000.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Habib Keïta,669000,21,Mali,Central Midfield,CM,650000.0,Olympique Lyon,France,1200000.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Shamar Nicholson,354666,26,Jamaica,Centre-Forward,CF,4500000.0,Spartak Moscow,Russia,500000.0,1
2023,Ligue 1,Clermont Foot 63,summer,in,Abdoulaye Coulibaly,639758,21,France,Left Winger,LW,150000.0,AS Saint-Étienne B,France,0.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Nassim L'Ghoul,682814,26,Algeria,Attacking Midfield,AM,,Sporting Club de Toulon,France,0.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Thomas Perchaud,583534,25,France,Centre-Forward,CF,,Asd Città di Gallipoli,Italy,0.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Théo Borne,920218,20,France,Goalkeeper,GK,100000.0,Angers SCO,France,0.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Bilal Boutobba,344151,24,France,Right Winger,RW,2500000.0,Chamois Niortais FC,France,0.0,0
2023,Ligue 1,Clermont Foot 63,summer,in,Massamba N'Diaye,916497,21,Senegal,Goalkeeper,GK,500000.0,Pau FC,France,,0
2023,Ligue 1,Clermont Foot 63,summer,in,Yoël Armougom,548716,25,France,Left-Back,LB,400000.0,FC Sochaux-Montbéliard,France,,0
2023,Ligue 1,Clermont Foot 63,winter,in,Alan Virginius,654415,21,France,Left Midfield,LM,3500000.0,LOSC Lille,France,0.0,1
2023,Ligue 1,Clermont Foot 63,winter,in,Jérémy Jacquet,1004301,18,France,Centre-Back,CB,50000.0,Stade Rennais FC,France,0.0,1
