season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
1993,Premier League,Arsenal FC,summer,in,Eddie McGoldrick,102491,28,Ireland,Central Midfield,CM,,Crystal Palace,England,1280000.0,0
1993,Premier League,Arsenal FC,summer,out,David O'Leary,104109,35,Ireland,Centre-Back,CB,,Leeds United,England,0.0,0
1993,Premier League,Arsenal FC,summer,out,Colin Pates,176755,31,England,Centre-Back,CB,,Brighton & Hove Albion,England,0.0,0
1993,Premier League,Arsenal FC,summer,out,John Bacon,587360,20,Ireland,Centre-Forward,CF,,Shamrock Rovers,Ireland,0.0,0
1993,Premier League,Arsenal FC,summer,out,Jason Brissett,893096,18,England,Left Midfield,LM,,Peterborough United,England,0.0,0
1993,Premier League,Arsenal FC,summer,out,Paul Dickov,9221,20,Scotland,Centre-Forward,CF,,Luton Town,England,0.0,1
1993,Premier League,Arsenal FC,winter,out,Anders Limpar,101098,28,Sweden,Central Midfield,CM,,Everton FC,England,1900000.0,0
1993,Premier League,Arsenal FC,winter,out,Neil Heaney,21265,22,England,Left Winger,LW,,Southampton FC,England,380000.0,0
1993,Premier League,Arsenal FC,winter,out,Pål Lydersen,142511,28,Norway,Left-Back,LB,,IK Start,Norway,0.0,1
1993,Premier League,Arsenal FC,winter,out,Paul Dickov,9221,21,Scotland,Centre-Forward,CF,,Brighton & Hove Albion,England,0.0,1
1993,Premier League,Aston Villa,summer,in,Andy Townsend,102498,29,Ireland,Central Midfield,CM,,Chelsea FC,England,2400000.0,0
1993,Premier League,Aston Villa,summer,in,Guy Whittingham,106806,28,England,Centre-Forward,CF,,Portsmouth FC,England,1800000.0,0
1993,Premier League,Aston Villa,summer,in,Gordon Cowans,193796,34,England,Central Midfield,CM,,Blackburn Rovers,England,0.0,0
1993,Premier League,Aston Villa,winter,in,Scott Murray,13417,19,Scotland,Right Winger,RW,,Fraserburgh FC,Scotland,50000.0,0
1993,Premier League,Aston Villa,summer,out,Mark Blake,222489,22,England,Central Midfield,CM,,Portsmouth FC,England,501000.0,0
1993,Premier League,Aston Villa,summer,out,Martin Carruthers,20761,20,England,Centre-Forward,CF,,Stoke City,England,420000.0,0
1993,Premier League,Aston Villa,summer,out,Cyrille Regis,222304,35,England,Centre-Forward,CF,,Wolverhampton Wanderers,England,0.0,0
1993,Premier League,Aston Villa,summer,out,Chris Boden,227856,20,England,Left-Back,LB,,Barnsley FC,England,0.0,1
1993,Premier League,Aston Villa,summer,out,Henrik Larsen,101330,27,Denmark,Attacking Midfield,AM,,AC Pisa 1909,Italy,0.0,1
1993,Premier League,Aston Villa,winter,out,Gordon Cowans,193796,35,England,Central Midfield,CM,,Derby County,England,230000.0,0
1993,Premier League,Aston Villa,winter,out,Michael Oakes,4237,20,England,Goalkeeper,GK,,Scarborough FC (- 2007),England,0.0,1
1993,Premier League,Aston Villa,winter,out,Graham Fenton,97931,19,England,Centre-Forward,CF,,West Bromwich Albion,England,0.0,1
1993,Premier League,Aston Villa,winter,out,Lee Williams,321025,21,England,Central Midfield,CM,,Peterborough United,England,,0
1993,Premier League,Aston Villa,winter,out,Guy Whittingham,106806,29,England,Centre-Forward,CF,,Wolverhampton Wanderers,England,0.0,1
1993,Premier League,Aston Villa,winter,out,Dariusz Kubicki,117233,30,Poland,Right-Back,RB,,Sunderland AFC,England,0.0,1
1993,Premier League,Blackburn Rovers,summer,in,David Batty,3295,24,England,Defensive Midfield,DM,,Leeds United,England,3780000.0,0
1993,Premier League,Blackburn Rovers,summer,in,Paul Warhurst,3307,23,England,Central Midfield,CM,,Sheffield Wednesday,England,3750000.0,0
1993,Premier League,Blackburn Rovers,summer,in,Andy Morrison,175898,23,Scotland,Centre-Back,CB,,Plymouth Argyle,England,500000.0,0
1993,Premier League,Blackburn Rovers,summer,in,Ian Pearce,3879,19,England,Centre-Back,CB,,Chelsea FC,England,450000.0,0
1993,Premier League,Blackburn Rovers,winter,in,Tim Flowers,4249,26,England,Goalkeeper,GK,,Southampton FC,England,3800000.0,0
1993,Premier League,Blackburn Rovers,summer,out,Tony Dobson,226876,24,England,Left-Back,LB,,Portsmouth FC,England,188000.0,0
1993,Premier League,Blackburn Rovers,summer,out,Gordon Cowans,193796,34,England,Central Midfield,CM,,Aston Villa,England,0.0,0
1993,Premier League,Blackburn Rovers,summer,out,Wayne Burnett,306884,21,England,Central Midfield,CM,,Plymouth Argyle,England,0.0,0
1993,Premier League,Blackburn Rovers,summer,out,Mickey Evans,222258,20,Ireland,Centre-Forward,CF,,Plymouth Argyle,England,0.0,1
1993,Premier League,Blackburn Rovers,winter,out,Patrik Andersson,191,22,Sweden,Centre-Back,CB,,Borussia Mönchengladbach,Germany,550000.0,0
1993,Premier League,Blackburn Rovers,winter,out,Rob Dewhurst,1124008,22,England,Centre-Back,CB,,Hull City,England,0.0,0
1993,Premier League,Blackburn Rovers,winter,out,Peter Thorne,12724,20,England,Centre-Forward,CF,,Wigan Athletic,England,0.0,1
1993,Premier League,Blackburn Rovers,winter,out,Simon Ireland,239915,22,England,Right Winger,RW,,Mansfield Town,England,0.0,1
1993,Premier League,Chelsea FC,summer,in,Gavin Peacock,175582,25,England,Central Midfield,CM,,Newcastle United,England,1700000.0,0
1993,Premier League,Chelsea FC,summer,in,Mark Stein,107104,27,England,Centre-Forward,CF,,Stoke City,England,1660000.0,0
1993,Premier League,Chelsea FC,summer,in,Jakob Kjeldbjerg,175581,23,Denmark,Centre-Back,CB,,Silkeborg IF,Denmark,480000.0,0
1993,Premier League,Chelsea FC,summer,in,Andy Dow,170389,20,Scotland,Centre-Back,CB,,Dundee FC,Scotland,300000.0,0
1993,Premier League,Chelsea FC,summer,in,Glenn Hoddle,117193,35,England,Attacking Midfield,AM,,Swindon Town,England,86000.0,0
1993,Premier League,Chelsea FC,summer,out,Andy Townsend,102498,29,Ireland,Central Midfield,CM,,Aston Villa,England,2400000.0,0
1993,Premier League,Chelsea FC,summer,out,Graham Stuart,3334,22,England,Right Winger,RW,,Everton FC,England,1280000.0,0
1993,Premier League,Chelsea FC,summer,out,Ian Pearce,3879,19,England,Centre-Back,CB,,Blackburn Rovers,England,450000.0,0
1993,Premier League,Chelsea FC,summer,out,Paul Elliott,222499,30,England,Centre-Back,CB,,Retired,,,0
1993,Premier League,Chelsea FC,summer,out,Nick Colgan,12690,20,Ireland,Goalkeeper,GK,,Crewe Alexandra,England,0.0,1
1993,Premier League,Chelsea FC,summer,out,Anthony Barness,3288,20,England,Left-Back,LB,,Middlesbrough FC,England,0.0,1
1993,Premier League,Chelsea FC,summer,out,Steve Livingstone,176815,23,England,Centre-Forward,CF,,Port Vale FC,England,0.0,1
1993,Premier League,Chelsea FC,summer,out,Steve Livingstone,176815,24,England,Centre-Forward,CF,,Grimsby Town,England,0.0,1
1993,Premier League,Chelsea FC,winter,out,Dave Beasant,10384,34,England,Goalkeeper,GK,,Southampton FC,England,380000.0,0
1993,Premier League,Chelsea FC,winter,out,Damian Matthew,222518,23,England,Central Midfield,CM,,Crystal Palace,England,187000.0,0
1993,Premier League,Chelsea FC,winter,out,Steve Livingstone,176815,24,England,Centre-Forward,CF,,Grimsby Town,England,150000.0,0
1993,Premier League,Chelsea FC,winter,out,Zeke Rowe,1308792,20,England,Centre-Forward,CF,,Barnet FC,England,0.0,1
1993,Premier League,Coventry City,summer,in,Mick Harford,176806,34,England,Centre-Forward,CF,,Sunderland AFC,England,225000.0,0
1993,Premier League,Coventry City,summer,in,Paul Williams,229054,23,England,Left-Back,LB,,Stockport County,England,185000.0,0
1993,Premier League,Coventry City,summer,in,Julian Darby,222497,25,England,Central Midfield,CM,,Bolton Wanderers,England,180000.0,0
1993,Premier League,Coventry City,summer,in,Steve Morgan,222522,24,England,Left-Back,LB,,Plymouth Argyle,England,135000.0,0
1993,Premier League,Coventry City,summer,in,John Gayle,232905,29,England,Centre-Forward,CF,,Birmingham City,England,120000.0,0
1993,Premier League,Coventry City,summer,in,Ally Pickering,222528,26,England,Right-Back,RB,,Rotherham United,England,100000.0,0
1993,Premier League,Coventry City,summer,in,Tim Dalton,214884,27,Ireland,Goalkeeper,GK,,Ernest Borel (dissolved),Hongkong,,0
1993,Premier League,Coventry City,summer,in,Zbigniew Kruszyński,112262,32,Poland,Central Midfield,CM,,Brentford FC,England,,0
1993,Premier League,Coventry City,summer,in,Lee Hirst,1376706,24,England,Centre-Back,CB,,Scarborough FC (- 2007),England,,0
1993,Premier League,Coventry City,winter,in,Sandy Robertson,180246,22,Scotland,Central Midfield,CM,,Rangers FC,Scotland,375000.0,0
1993,Premier League,Coventry City,winter,in,Chris Marsden,4117,24,England,Central Midfield,CM,,Huddersfield Town,England,0.0,1
1993,Premier League,Coventry City,summer,out,Andy Pearce,222527,27,England,Centre-Back,CB,,Sheffield Wednesday,England,600000.0,0
1993,Premier League,Coventry City,summer,out,Peter Billing,222486,28,England,Centre-Back,CB,,Port Vale FC,England,40000.0,0
1993,Premier League,Coventry City,summer,out,Steve Williams,103766,18,Wales,Goalkeeper,GK,,Cardiff City,England,0.0,0
1993,Premier League,Coventry City,summer,out,Karl Wilson,680114,19,Ireland,Central Midfield,CM,,Shelbourne FC,Ireland,0.0,0
1993,Premier League,Coventry City,summer,out,Martyn Booty,106366,22,England,Right-Back,RB,,Crewe Alexandra,England,0.0,0
1993,Premier League,Coventry City,summer,out,Terry Fleming,226771,20,England,Central Midfield,CM,,Northampton Town,England,0.0,0
1993,Premier League,Coventry City,summer,out,Craig Middleton,238088,22,England,Central Midfield,CM,,Cambridge United,England,0.0,0
1993,Premier League,Coventry City,summer,out,Billy Woods,34631,19,Ireland,Left Winger,LW,,Cork City FC,Ireland,0.0,0
1993,Premier League,Coventry City,summer,out,Micky Gynn,222506,31,England,Central Midfield,CM,,Stoke City,England,,0
1993,Premier League,Coventry City,summer,out,Tim Dalton,214884,27,Ireland,Goalkeeper,GK,,Bangor FC,Northern Ireland,,0
1993,Premier League,Coventry City,summer,out,Stewart Robson,176722,29,England,Central Midfield,CM,,Retired,,,0
1993,Premier League,Coventry City,summer,out,Brian Borrows,177179,32,England,Right-Back,RB,,Bristol City,England,0.0,1
1993,Premier League,Coventry City,winter,out,Ray Woods,373616,28,England,Right Winger,RW,,Shrewsbury Town,England,0.0,0
1993,Premier League,Coventry City,winter,out,Zbigniew Kruszyński,112262,33,Poland,Central Midfield,CM,,Peterborough United,England,,0
1993,Premier League,Coventry City,winter,out,Lee Hirst,1376706,24,England,Centre-Back,CB,,Lincoln City,England,0.0,1
1993,Premier League,Coventry City,winter,out,Paul Williams,229054,24,England,Left-Back,LB,,West Bromwich Albion,England,0.0,1
1993,Premier League,Coventry City,winter,out,Chris Marsden,4117,25,England,Central Midfield,CM,,Huddersfield Town,England,0.0,1
1993,Premier League,Everton FC,summer,in,Graham Stuart,3334,22,England,Right Winger,RW,,Chelsea FC,England,1280000.0,0
1993,Premier League,Everton FC,summer,in,Brett Angell,177256,25,England,Centre-Forward,CF,,Southend United,England,0.0,1
1993,Premier League,Everton FC,winter,in,Anders Limpar,101098,28,Sweden,Central Midfield,CM,,Arsenal FC,England,1900000.0,0
1993,Premier League,Everton FC,winter,in,Brett Angell,177256,25,England,Centre-Forward,CF,,Southend United,England,500000.0,0
1993,Premier League,Everton FC,winter,in,Joe Parkinson,177273,22,England,Central Midfield,CM,,AFC Bournemouth,England,375000.0,0
1993,Premier League,Everton FC,winter,in,Gary Rowett,4102,19,England,Right-Back,RB,,Cambridge United,England,280000.0,0
1993,Premier League,Everton FC,winter,in,Brett Angell,177256,25,England,Centre-Forward,CF,,Southend United,England,0.0,1
1993,Premier League,Everton FC,summer,out,Peter Beardsley,102030,32,England,Second Striker,SS,,Newcastle United,England,1700000.0,0
1993,Premier League,Everton FC,summer,out,Mo Johnston,29914,30,Scotland,Centre-Forward,CF,,Heart of Midlothian FC,Scotland,0.0,0
1993,Premier League,Everton FC,summer,out,Iain Jenkins,170392,20,Northern Ireland,Right-Back,RB,,Chester City (- 2010),England,0.0,0
1993,Premier League,Everton FC,summer,out,Alan Harper,226890,32,England,Centre-Back,CB,,Luton Town,England,0.0,0
1993,Premier League,Everton FC,summer,out,Brett Angell,177256,25,England,Centre-Forward,CF,,Southend United,England,0.0,1
1993,Premier League,Everton FC,winter,out,Peter Beagrie,138385,28,England,Left Winger,LW,,Manchester City,England,1700000.0,0
1993,Premier League,Everton FC,winter,out,Mark Ward,177143,31,England,Right Winger,RW,,Birmingham City,England,750000.0,0
1993,Premier League,Everton FC,winter,out,Billy Kenny,237558,20,England,Central Midfield,CM,,Without Club,,,0
1993,Premier League,Everton FC,winter,out,Brett Angell,177256,25,England,Centre-Forward,CF,,Southend United,England,0.0,1
1993,Premier League,Ipswich Town,summer,in,Stuart Slater,224420,24,England,Left Winger,LW,,Celtic FC,Scotland,1200000.0,0
1993,Premier League,Ipswich Town,summer,in,Ian Marshall,107794,27,England,Centre-Back,CB,,Oldham Athletic,England,1130000.0,0
