season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2012,Premier League,Arsenal FC,summer,in,Santi Cazorla,15799,27,Spain,Central Midfield,CM,20000000.0,Málaga CF,Spain,19000000.0,0
2012,Premier League,Arsenal FC,summer,in,Lukas Podolski,15185,27,Germany,Centre-Forward,CF,20000000.0,1.FC Köln,Germany,15000000.0,0
2012,Premier League,Arsenal FC,summer,in,Olivier Giroud,82442,25,France,Centre-Forward,CF,13000000.0,Montpellier HSC,France,12000000.0,0
2012,Premier League,Arsenal FC,winter,in,Nacho Monreal,43003,26,Spain,Left-Back,LB,6000000.0,Málaga CF,Spain,10000000.0,0
2012,Premier League,Arsenal FC,summer,out,Robin van Persie,4380,29,Netherlands,Centre-Forward,CF,47500000.0,Manchester United,England,30700000.0,0
2012,Premier League,Arsenal FC,summer,out,Alex Song,27394,24,Cameroon,Defensive Midfield,DM,25000000.0,FC Barcelona,Spain,19000000.0,0
2012,Premier League,Arsenal FC,summer,out,Carlos Vela,35773,23,Mexico,Right Winger,RW,8000000.0,Real Sociedad,Spain,14000000.0,0
2012,Premier League,Arsenal FC,summer,out,Henri Lansbury,44794,21,England,Central Midfield,CM,1500000.0,Nottingham Forest,England,1250000.0,0
2012,Premier League,Arsenal FC,summer,out,Chu-young Park,30982,27,"Korea, South",Centre-Forward,CF,4000000.0,Celta de Vigo,Spain,500000.0,1
2012,Premier League,Arsenal FC,summer,out,Manuel Almunia,16621,35,Spain,Goalkeeper,GK,500000.0,Watford FC,England,0.0,0
2012,Premier League,Arsenal FC,summer,out,Gavin Hoyte,44793,22,Trinidad and Tobago,Right-Back,RB,350000.0,Dagenham & Redbridge FC,England,0.0,0
2012,Premier League,Arsenal FC,summer,out,Pedro Botelho,26239,22,Brazil,Left-Back,LB,1500000.0,Atlético Paranaense,Brazil,0.0,0
2012,Premier League,Arsenal FC,summer,out,Joel Campbell,131248,20,Costa Rica,Right Winger,RW,1500000.0,Real Betis Balompié,Spain,0.0,1
2012,Premier League,Arsenal FC,summer,out,Ryo Miyaichi,129688,19,Japan,Right Winger,RW,3000000.0,Wigan Athletic,England,0.0,1
2012,Premier League,Arsenal FC,summer,out,Nicklas Bendtner,34557,24,Denmark,Centre-Forward,CF,8500000.0,Juventus FC,Italy,0.0,1
2012,Premier League,Arsenal FC,summer,out,Craig Eastmond,67426,21,England,Central Midfield,CM,500000.0,Colchester United,England,0.0,1
2012,Premier League,Arsenal FC,summer,out,Wellington Silva,121990,19,Brazil,Right Winger,RW,500000.0,SD Ponferradina,Spain,0.0,1
