season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2012,Laliga,Athletic Bilbao,summer,in,Aritz Aduriz,29124,31,Spain,Centre-Forward,CF,4000000.0,Valencia CF,Spain,2500000.0,0
2012,Laliga,Athletic Bilbao,summer,in,Isma López,54231,22,Spain,Left-Back,LB,,CD Lugo,Spain,0.0,0
2012,Laliga,Athletic Bilbao,summer,in,Iago Herrerín,71570,24,Spain,Goalkeeper,GK,,Atlético Madrileño,Spain,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,Javi Martínez,44017,23,Spain,Centre-Back,CB,30000000.0,Bayern Munich,Germany,40000000.0,0
2012,Laliga,Athletic Bilbao,summer,out,Koikili,57024,31,Spain,Left-Back,LB,500000.0,CD Mirandés,Spain,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,Igor Gabilondo,7471,33,Spain,Left Midfield,LM,1500000.0,AEK Larnaca,Cyprus,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,Iñigo Díaz de Cerio,38193,28,Spain,Centre-Forward,CF,800000.0,CD Mirandés,Spain,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,Pablo Orbaiz,7633,33,Spain,Defensive Midfield,DM,2500000.0,Rubin Kazan,Russia,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,Galder Cerrajería,128452,23,Spain,Central Midfield,CM,400000.0,Real Oviedo,Spain,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,David López,25462,29,Spain,Central Midfield,CM,2500000.0,Brighton & Hove Albion,England,0.0,0
2012,Laliga,Athletic Bilbao,summer,out,Iago Herrerín,71570,24,Spain,Goalkeeper,GK,,CD Numancia,Spain,0.0,1
2012,Laliga,Athletic Bilbao,summer,out,Iban Zubiaurre,47666,29,Spain,Right-Back,RB,600000.0,UD Salamanca,Spain,0.0,1
2012,Laliga,Athletic Bilbao,summer,out,Aitor Ocio,7615,35,Spain,Centre-Back,CB,500000.0,Retired,,,0
2012,Laliga,Athletic Bilbao,summer,out,Ustaritz,35554,29,Spain,Centre-Back,CB,1000000.0,Without Club,,,0
2012,Laliga,Atlético de Madrid,summer,in,Cata Díaz,39087,32,Argentina,Centre-Back,CB,2500000.0,Getafe CF,Spain,1000000.0,0
2012,Laliga,Atlético de Madrid,summer,in,Emre Belözoğlu,5782,31,Türkiye,Central Midfield,CM,7500000.0,Fenerbahce,Türkiye,0.0,0
2012,Laliga,Atlético de Madrid,summer,in,Cristian Rodríguez,33448,26,Uruguay,Left Midfield,LM,5000000.0,FC Porto,Portugal,0.0,0
2012,Laliga,Atlético de Madrid,summer,in,Domingo Cisma,51535,30,Spain,Left-Back,LB,2000000.0,Racing Santander,Spain,0.0,0
2012,Laliga,Atlético de Madrid,winter,in,Emiliano Insúa,45599,24,Argentina,Left-Back,LB,10000000.0,Sporting CP,Portugal,3500000.0,0
2012,Laliga,Atlético de Madrid,summer,out,Eduardo Salvio,84535,22,Argentina,Right Winger,RW,10000000.0,SL Benfica,Portugal,11000000.0,0
2012,Laliga,Atlético de Madrid,summer,out,Álvaro Domínguez,62915,23,Spain,Centre-Back,CB,8000000.0,Borussia Mönchengladbach,Germany,10000000.0,0
2012,Laliga,Atlético de Madrid,summer,out,Luis Amaranto Perea,27489,33,Colombia,Centre-Back,CB,1500000.0,CD Cruz Azul,Mexico,0.0,0
2012,Laliga,Atlético de Madrid,summer,out,Antonio López,7723,30,Spain,Left-Back,LB,1500000.0,RCD Mallorca,Spain,0.0,0
2012,Laliga,Atlético de Madrid,summer,out,Paulo Assunção,14244,32,Brazil,Defensive Midfield,DM,1500000.0,São Paulo Futebol Clube,Brazil,0.0,0
2012,Laliga,Atlético de Madrid,summer,out,Fran Mérida,42920,22,Spain,Central Midfield,CM,1500000.0,Hércules CF,Spain,0.0,0
2012,Laliga,Atlético de Madrid,summer,out,Borja Bastón,85324,20,Spain,Centre-Forward,CF,600000.0,SD Huesca,Spain,0.0,1
2012,Laliga,Atlético de Madrid,summer,out,Pizzi,64339,22,Portugal,Attacking Midfield,AM,4500000.0,Deportivo de La Coruña,Spain,0.0,1
2012,Laliga,Atlético de Madrid,summer,out,Leandro Cabrera,102423,21,Uruguay,Centre-Back,CB,1000000.0,Hércules CF,Spain,0.0,1
2012,Laliga,Atlético de Madrid,summer,out,Rúben Micael,84491,25,Portugal,Central Midfield,CM,5000000.0,SC Braga,Portugal,0.0,1
2012,Laliga,Atlético de Madrid,summer,out,Rubén Pérez,113045,23,Spain,Defensive Midfield,DM,2800000.0,Real Betis Balompié,Spain,0.0,1
