season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2004,Serie A,AC Milan,summer,in,Jaap Stam,3557,31,Netherlands,Centre-Back,CB,,SS Lazio,Italy,10500000.0,0
2004,Serie A,AC Milan,summer,in,Vikash Dhorasoo,5351,30,France,Central Midfield,CM,,Olympique Lyon,France,0.0,0
2004,Serie A,AC Milan,summer,in,Giuseppe Pancaro,5833,32,Italy,Right-Back,RB,,SS Lazio,Italy,0.0,0
2004,Serie A,AC Milan,summer,in,Sandro Bloudek,31393,18,Slovenia,Attacking Midfield,AM,,NK Maribor U19,Slovenia,0.0,0
2004,Serie A,AC Milan,summer,in,Hernán Crespo,3410,29,Argentina,Centre-Forward,CF,,Chelsea FC,England,0.0,1
2004,Serie A,AC Milan,winter,in,Harvey Esajas,18511,30,Netherlands,Centre-Back,CB,,Career break,,,0
2004,Serie A,AC Milan,summer,out,Martin Laursen,3503,26,Denmark,Centre-Back,CB,,Aston Villa,England,5300000.0,0
2004,Serie A,AC Milan,summer,out,Vitaliy Kutuzov,6506,24,Belarus,Centre-Forward,CF,,UC Sampdoria,Italy,1500000.0,0
2004,Serie A,AC Milan,summer,out,Alessandro Budel,25314,23,Italy,Defensive Midfield,DM,,Parma FC,Italy,400000.0,1
2004,Serie A,AC Milan,summer,out,Gabriele Aldegani,28828,28,Italy,Goalkeeper,GK,,Piacenza FC,Italy,0.0,0
2004,Serie A,AC Milan,summer,out,Roque Júnior,5807,27,Brazil,Centre-Back,CB,,Bayer 04 Leverkusen,Germany,0.0,0
2004,Serie A,AC Milan,summer,out,Marco Borriello,5825,22,Italy,Centre-Forward,CF,,Reggina Calcio,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Paolo Sammarco,7101,21,Italy,Central Midfield,CM,,Chievo Verona,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Catilina Aubameyang,33324,20,Gabon,Left Midfield,LM,,Rimini FC,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Filippo Porcari,61358,20,Italy,Defensive Midfield,DM,,AC Pisa 1909,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Samuele Dalla Bona,4291,23,Italy,Central Midfield,CM,,US Lecce,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Mattia Graffiedi,6395,24,Italy,Centre-Forward,CF,,AC Siena,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Marco Donadel,6427,21,Italy,Defensive Midfield,DM,,UC Sampdoria,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Massimo Donati,5870,23,Italy,Defensive Midfield,DM,,FC Messina Peloro,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Nicola Pozzi,16117,18,Italy,Centre-Forward,CF,,Napoli Soccer,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Patrick Kalambay,45113,20,Italy,Right Midfield,RM,,Fermana Calcio 1920,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Giuseppe Ticli,268583,25,Italy,Left Midfield,LM,,SS Lanciano,Italy,0.0,1
2004,Serie A,AC Milan,summer,out,Fernando Redondo,5811,35,Argentina,Defensive Midfield,DM,,Retired,,,0
2004,Serie A,AC Milan,winter,out,Fabricio Coloccini,6150,23,Argentina,Centre-Back,CB,8000000.0,Deportivo de La Coruña,Spain,5000000.0,0
2004,Serie A,AC Milan,winter,out,Mohamed Sarr,19450,21,Senegal,Centre-Back,CB,200000.0,FC Vittoria,Italy,0.0,1
2004,Serie A,AC Milan,winter,out,Catilina Aubameyang,33324,21,Gabon,Left Midfield,LM,,AC Ancona,Italy,0.0,1
2004,Serie A,AC Milan,winter,out,Mattia Graffiedi,6395,24,Italy,Centre-Forward,CF,3200000.0,Modena FC,Italy,0.0,1
2004,Serie A,AC Milan,winter,out,Nicola Pozzi,16117,18,Italy,Centre-Forward,CF,2000000.0,Pescara Calcio,Italy,0.0,1
2004,Serie A,AC Milan,winter,out,Alessandro Budel,25314,23,Italy,Defensive Midfield,DM,850000.0,Cagliari Calcio,Italy,0.0,1
2004,Serie A,AC Milan,winter,out,Marco Donadel,6427,21,Italy,Defensive Midfield,DM,4000000.0,ACF Fiorentina,Italy,0.0,1
2004,Serie A,AC Milan,winter,out,Michele Piccolo,151314,19,Italy,Centre-Forward,CF,,AS Pizzighettone,Italy,0.0,1
2004,Serie A,AC Siena,summer,in,Adriano Zancopè,6035,32,Italy,Goalkeeper,GK,,Modena FC,Italy,0.0,0
2004,Serie A,AC Siena,summer,in,Daniele Portanova,21696,25,Italy,Centre-Back,CB,,Napoli Soccer,Italy,0.0,0
2004,Serie A,AC Siena,summer,in,Marco Carparelli,29603,28,Italy,Second Striker,SS,,Calcio Como,Italy,,0
2004,Serie A,AC Siena,summer,in,Gennaro Esposito,22823,19,Italy,Defensive Midfield,DM,,Napoli Soccer,Italy,,0
2004,Serie A,AC Siena,summer,in,Alfonso Camorani,6419,26,Italy,Central Midfield,CM,,ACF Fiorentina,Italy,,0
2004,Serie A,AC Siena,summer,in,Matteo Serafini,21698,26,Italy,Centre-Forward,CF,,AC Arezzo,Italy,,0
2004,Serie A,AC Siena,summer,in,Gianluca Falsini,6063,28,Italy,Left-Back,LB,,Reggina Calcio,Italy,,0
2004,Serie A,AC Siena,summer,in,Simone Marini,21692,22,Italy,Centre-Forward,CF,,FC Sporting Benevento,Italy,,0
