season,league,club,window,movement,player_name,player_id,age,nationality,position,pos,market_value,dealing_club,dealing_country,fee,is_loan
2010,Saudi Pro League,Al-Ahli SFC,summer,in,Kamel Al-Mousa,93467,27,Saudi Arabia,Centre-Back,CB,,Al-Wehda FC,Saudi Arabia,2009999.9999999998,0
2010,Saudi Pro League,Al-Ahli SFC,summer,in,Wanderson,56643,24,Brazil,Centre-Forward,CF,2500000.0,GAIS,Sweden,1400000.0,0
2010,Saudi Pro League,Al-Ahli SFC,summer,in,Kamil Fallatah Al-Mor,153361,27,Saudi Arabia,Right-Back,RB,,Al-Wehda FC,Saudi Arabia,860000.0,0
2010,Saudi Pro League,Al-Ahli SFC,summer,in,Ali Al-Sagour,141801,23,Saudi Arabia,Centre-Back,CB,,Najran SC,Saudi Arabia,0.0,0
2010,Saudi Pro League,Al-Ahli SFC,summer,in,Amad Al-Hosni,64340,26,Oman,Centre-Forward,CF,500000.0,Al-Rayyan SC,Qatar,,0
2010,Saudi Pro League,Al-Ahli SFC,summer,in,Fayez Al-Khaibary,184153,20,Saudi Arabia,Goalkeeper,GK,,Al-Ansar FC,Saudi Arabia,0.0,1
2010,Saudi Pro League,Al-Ahli SFC,winter,in,Nikola Petkovic,46121,24,Serbia,Centre-Back,CB,250000.0,Eintracht Frankfurt,Germany,0.0,1
2010,Saudi Pro League,Al-Ahli SFC,summer,out,Saïf Ghezal,60897,29,Tunisia,Centre-Back,CB,900000.0,Etoile Sportive du Sahel,Tunisia,0.0,0
2010,Saudi Pro League,Al-Ahli SFC,summer,out,Mansour Al-Najei,153348,31,Saudi Arabia,Goalkeeper,GK,250000.0,Al-Qadsiah FC,Saudi Arabia,0.0,0
2010,Saudi Pro League,Al-Ahli SFC,summer,out,Karam Barnawi,160599,22,Saudi Arabia,Right-Back,RB,,Najran SC,Saudi Arabia,0.0,0
2010,Saudi Pro League,Al-Ahli SFC,summer,out,Turki Al-Thagafi,31686,31,Saudi Arabia,Attacking Midfield,AM,50000.0,Najran SC,Saudi Arabia,,0
